candidate_identity,mode,n_common_anchors,query_identity,query_record,reference_record,similarity
CEPDL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.20300618920406294
SMDDR,Geometry,83,SMDDR,2022-08-02-01,2022-06-14-13,0.16850324713141307
RMEV,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.16806256097207645
RIAL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.19496571565606954
AVER,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.1887518227320815
AWAR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.19213035046696236
SMDVL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.1918123841258977
AVAL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.17313833967125422
RMDL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.15869194345306464
AIBR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.1726981893638382
ASGR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.17539009634651112
AVL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.12180307693795668
AVEL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.14822232614781972
ASGL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.1480817989058525
ASHL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.12748598399244326
AIBL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.15040287509423908
AVHL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.12368792996851281
AWBL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.111918988169029
RIVL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.13362252798083712
AWCL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.09740585305336066
SMDDL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.07513577506559638
AVJR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.12274554136637379
AIZL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.1077868092237166
RIBL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.08702444008088667
ASEL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.0867062505777817
AVDR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.1094625662287832
AVDL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.08614670219701476
AVJL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.10599041500389744
RIVR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.10010592534011581
AIZR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.07741982886144191
AUAR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.012443134952262246
AUAL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.02646613906881992
RICR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.047100722552445885
RICL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,-0.005700810747320663
M5,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,-0.012163061516321058
AIML,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,0.927226303083635
AIMR,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,-0.06718187065483808
FLPL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,-0.061165116541998764
ADEL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,-0.056940036830812904
VB02,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,-0.09186814025804427
ADAL,Geometry,82,SMDDR,2022-08-02-01,2022-06-14-13,-0.061139889903678295
I1R,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.1513893368478543
IL2DL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.17290892742367223
I2R,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.15667092848926173
I3,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.17348682140830388
NSMR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.16042960704636125
I2L,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.15418265618581503
MCL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.15732838347530687
NSML,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.1583332774801383
M4,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.18327762876395315
M3R,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.17781927008761
M3L,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.1747414304983405
IL2VL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.1785128492132598
IL1R,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.213759049117154
OLLL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.21766917817893358
IL2L,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.21133031308336062
URBR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.22551018257791075
OLLR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23250731077181774
IL1DL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23253160853686985
IL1DR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23986744171314855
URYVR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.22197194095120532
IL2R,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.21794564330263855
URYDL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23371971992530396
IL1L,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2167406670591213
URBL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.22906332276100438
OLQDR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2546959554042499
OLQDL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.25190829391203307
RMER,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2467692132206903
OLQVR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2361026861383415
URYVL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.22738016916934767
RMED,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2627753459740514
RMEL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.242996675372799
CEPVR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23683206739661344
OLQVL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23668838761815675
CEPVL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.22982070921883
SAAVR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.24703681192563917
RID,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2500684621251157
SMDVR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23700317943039817
URXR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.237143054019165
RIAR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2362764430582753
AVAR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23035092104296467
SAAVL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23489976349550082
CEPDR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23261313869819178
URXL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.23316700921482636
CEPDL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.22545030592375453
SMDDR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.19767863499026633
RMEV,Geometry,83,RMEV,2022-08-02-01,2022-06-14-13,0.1993723141373647
RIAL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.21796454599121584
AVER,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.2056507430039775
AWAR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.19442468090338214
SMDVL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.19877627118814264
AVAL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.1836852539944512
RMDL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.160677094989946
AIBR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.16567142602100082
ASGR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.15945297533346006
AVL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.10806162317756747
AVEL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.13510097821746433
ASGL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.1252270984398776
ASHL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.10182914265389169
AIBL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.11214077251171933
AVHL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.08768230278377101
AWBL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.07580454791075496
RIVL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.09628412731590867
AWCL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.06054544686582989
SMDDL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.03513449494214387
AVJR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.0727660580299192
AIZL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.06480287295317799
RIBL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.03986139436603168
ASEL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.040212993584083874
AVDR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.056613494986402675
AVDL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.03630386211049021
AVJL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.05555690967163171
RIVR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.03886028318641289
AIZR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.01631346337862176
AUAR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.049349473186517924
AUAL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.0346781082588637
RICR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.019426185108089602
RICL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.07661726743669318
M5,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.09401315993513797
AIML,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,0.46540824742041326
AIMR,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.15011548300775748
FLPL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.146758081575022
ADEL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.14451094822149602
VB02,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.1793750659712918
ADAL,Geometry,82,RMEV,2022-08-02-01,2022-06-14-13,-0.14970408445818442
I1R,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.15356279977007362
IL2DL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.17897486648494143
I2R,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.15829786746725713
I3,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.17878829870693988
NSMR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.16238842590111904
I2L,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.15757515570816455
MCL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.1606781976231654
NSML,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.1618738341393338
M4,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.1885332268095942
M3R,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.18100448674684833
M3L,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.17946509373436476
IL2VL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.18255645193975148
IL1R,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.21891644170730837
OLLL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.22865004327114619
IL2L,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.22153407219892643
URBR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.23202461363099605
OLLR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24098156613961086
IL1DL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2456089518336609
IL1DR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2513426282433155
URYVR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.22659754705977053
IL2R,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.22038148260285764
URYDL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24759575209048937
IL1L,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2266487502413066
URBL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24215364657614807
OLQDR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.26856930791077066
OLQDL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2685195817459236
RMER,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2548156151795572
OLQVR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24155820017513063
URYVL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.23651499098572795
RMED,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.28079177154798707
RMEL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2578225581354374
CEPVR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24119264566922105
OLQVL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24623230658156728
CEPVL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2361569742352631
SAAVR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2576111224742999
RID,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.27131918946847894
SMDVR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24988039336027007
URXR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.25353673846278274
RIAR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.25024928389765894
AVAR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.23856477278156296
SAAVL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2558556285001167
CEPDR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2478026615550645
URXL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.2545684448133575
CEPDL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.24882184598342189
SMDDR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.1978591471275484
RMEV,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.20066031991529745
RIAL,Geometry,83,RIAL,2022-08-02-01,2022-06-14-13,0.24046309357501316
AVER,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.21184180617165632
AWAR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.20511081797781855
SMDVL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.22148995373358715
AVAL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.19924036819459032
RMDL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.17368109961733674
AIBR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.17184836002706536
ASGR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.16818250262368797
AVL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.10768571494600605
AVEL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.14704273060075312
ASGL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.14087071102329968
ASHL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.11624993103286772
AIBL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.1263960130387359
AVHL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.09998068499086045
AWBL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.08582862677370191
RIVL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.1113227056538096
AWCL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.07113060312847029
SMDDL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.03981194164729284
AVJR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.07625666802310194
AIZL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.07805472259928531
RIBL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.04681149742799011
ASEL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.04942338149371238
AVDR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.058647340452064774
AVDL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.04571019437131454
AVJL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.06855821457877208
RIVR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.04131966081538479
AIZR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.016981825600261735
AUAR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.04676749809510341
AUAL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.029264377181877615
RICR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.020504593954688302
RICL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.07274428802069091
M5,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.09143243740607626
AIML,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,0.3827554841851093
AIMR,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.15383413827190837
FLPL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.14613093744518177
ADEL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.14459331260056738
VB02,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.18241746835817574
ADAL,Geometry,82,RIAL,2022-08-02-01,2022-06-14-13,-0.15061888415382432
I1R,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.15757487251712626
IL2DL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.18056786162094937
I2R,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.16340642312434092
I3,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.18121282693501647
NSMR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.16738074486527826
I2L,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.15986194018809996
MCL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.16343193950153406
NSML,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.16420883458074156
M4,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.1910821870300643
M3R,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.18578871791339688
M3L,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.18131497895399698
IL2VL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.18491664504347768
IL1R,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2243885881112909
OLLL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.22695064626138184
IL2L,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.21956981862582467
URBR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2372399093847554
OLLR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.24503028807752458
IL1DL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.243604394932996
IL1DR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2527784176037932
URYVR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2323540096302054
IL2R,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2271481211763623
URYDL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.24425278902926492
IL1L,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2246907449265046
URBL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.23781835938223578
OLQDR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2691014023818557
OLQDL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2643612025811936
RMER,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.26005031498537834
OLQVR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2472429250747907
URYVL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2352735665517007
RMED,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2779735055942982
RMEL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.25093054490681904
CEPVR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2461014207510859
OLQVL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.24415946349025575
CEPVL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.23642641187268518
SAAVR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.26151217461525395
RID,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2645964849562454
SMDVR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2522893356547905
URXR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.251950909074449
RIAR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2500933882867195
AVAR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.24341448123780293
SAAVL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.24359715649044605
CEPDR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.24782912065633075
URXL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.24510022569099343
CEPDL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.23577628081393895
SMDDR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.20328305070128627
RMEV,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.20212241949433105
RIAL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.2257324766863196
AVER,Geometry,83,AVER,2022-08-02-01,2022-06-14-13,0.2176017738546488
AWAR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.20601729845683625
SMDVL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.20627411540121715
AVAL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.1868874917263123
RMDL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.16260398454699693
AIBR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.17364091668739312
ASGR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.16796275225619497
AVL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.11060156006276349
AVEL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.13592850813146817
ASGL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.1262027326107676
ASHL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.10079094862974396
AIBL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.11841858359936
AVHL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.08650068459730487
AWBL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.07334719841941555
RIVL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.09727853552748045
AWCL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.05760792112263003
SMDDL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.03234352852877622
AVJR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.07715762272519225
AIZL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.06340578985543165
RIBL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.03675896992389527
ASEL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.03667937153398095
AVDR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.060232129011266275
AVDL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.032949277721889
AVJL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.055054852552197706
RIVR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.041373436171780416
AIZR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.018553574300376244
AUAR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.05442149692320854
AUAL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.03991577143774789
RICR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.019267157456690477
RICL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.08232420063767903
M5,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.09937001333114966
AIML,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,0.3558533208791547
AIMR,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.1551211286169115
FLPL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.1532394014219049
ADEL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.15092428775029024
VB02,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.18600371052493772
ADAL,Geometry,82,AVER,2022-08-02-01,2022-06-14-13,-0.15642309306204055
I1R,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.13606714560463729
IL2DL,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.15952395727334165
I2R,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.14182816247911556
I3,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.1600510934113412
NSMR,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.14581594147958665
I2L,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.13838775067536058
MCL,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.14192454901357543
NSML,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.14273486548049044
M4,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.1698372315337839
M3R,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.16446328478126915
M3L,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.16009207099268655
IL2VL,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.16396668584314075
IL1R,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.20503455623684858
OLLL,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.20855984716679427
IL2L,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.2008002108904929
URBR,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.21921158609760155
OLLR,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.22784702042676314
IL1DL,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.22676535118979502
IL1DR,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.2366353799942976
URYVR,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.21402454777861477
IL2R,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.20848404145252863
URYDL,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.22798024815010318
IL1L,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.20678400834381183
URBL,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.22174539216898972
OLQDR,Geometry,82,AWAR,2022-08-02-01,2022-06-14-13,0.25650987842193956
